"iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units"
"IND","India","2020-02-19",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-20",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-21",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-22",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-23",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-24",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-25",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-26",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-27",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-28",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-02-29",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-01",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-02",3,0,0,0,0.002,0,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-03",5,2,0,0,0.004,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-04",6,1,0,0,0.004,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-05",28,22,0,0,0.02,0.016,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-06",29,1,0,0,0.021,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-07",31,2,0,0,0.022,0.001,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-08",34,3,0,0,0.025,0.002,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-10",44,10,0,0,0.032,0.007,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-11",50,6,0,0,0.036,0.004,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-12",73,23,0,0,0.053,0.017,0,0,NA,NA,NA,NA,""
"IND","India","2020-03-13",75,2,1,1,0.054,0.001,0.001,0.001,6500,NA,0.005,NA,"samples tested"
"IND","India","2020-03-14",83,8,2,1,0.06,0.006,0.001,0.001,NA,NA,NA,NA,""
"IND","India","2020-03-15",90,7,2,0,0.065,0.005,0.001,0,NA,NA,NA,NA,""
"IND","India","2020-03-16",93,3,2,0,0.067,0.002,0.001,0,NA,NA,NA,NA,""
"IND","India","2020-03-17",125,32,3,1,0.091,0.023,0.002,0.001,NA,NA,NA,NA,""
"IND","India","2020-03-18",137,12,3,0,0.099,0.009,0.002,0,13125,NA,0.009,NA,"samples tested"
"IND","India","2020-03-19",165,28,3,0,0.12,0.02,0.002,0,13316,191,0.01,0,"samples tested"
"IND","India","2020-03-20",191,26,4,1,0.138,0.019,0.003,0.001,14376,1060,0.01,0.001,"samples tested"
"IND","India","2020-03-21",231,40,4,0,0.167,0.029,0.003,0,15701,1325,0.011,0.001,"samples tested"
"IND","India","2020-03-22",320,89,4,0,0.232,0.064,0.003,0,16999,1298,0.012,0.001,"samples tested"
"IND","India","2020-03-23",439,119,7,3,0.318,0.086,0.005,0.002,20707,3708,0.015,0.003,"samples tested"
"IND","India","2020-03-24",492,53,9,2,0.357,0.038,0.007,0.001,20864,157,0.015,0,"samples tested"
"IND","India","2020-03-25",562,70,9,0,0.407,0.051,0.007,0,25144,4280,0.018,0.003,"samples tested"
"IND","India","2020-03-26",649,87,13,4,0.47,0.063,0.009,0.003,NA,NA,NA,NA,""
"IND","India","2020-03-27",724,75,17,4,0.525,0.054,0.012,0.003,27688,NA,0.02,NA,"samples tested"
"IND","India","2020-03-28",873,149,19,2,0.633,0.108,0.014,0.001,NA,NA,NA,NA,""
"IND","India","2020-03-29",979,106,25,6,0.709,0.077,0.018,0.004,NA,NA,NA,NA,""
"IND","India","2020-03-30",1071,92,29,4,0.776,0.067,0.021,0.003,NA,NA,NA,NA,""
"IND","India","2020-03-31",1251,180,32,3,0.907,0.13,0.023,0.002,NA,NA,NA,NA,""
"IND","India","2020-04-01",1397,146,35,3,1.012,0.106,0.025,0.002,NA,NA,NA,NA,""
"IND","India","2020-04-02",1965,568,50,15,1.424,0.412,0.036,0.011,47951,NA,0.035,NA,"samples tested"
"IND","India","2020-04-03",2301,336,56,6,1.667,0.243,0.041,0.004,69245,21294,0.05,0.015,"samples tested"
"IND","India","2020-04-04",2902,601,68,12,2.103,0.436,0.049,0.009,79950,10705,0.058,0.008,"samples tested"
"IND","India","2020-04-05",3374,472,77,9,2.445,0.342,0.056,0.007,89534,9584,0.065,0.007,"samples tested"
"IND","India","2020-04-06",4067,693,109,32,2.947,0.502,0.079,0.023,101068,11534,0.073,0.008,"samples tested"
"IND","India","2020-04-07",4421,354,114,5,3.204,0.257,0.083,0.004,114015,12947,0.082,0.009,"samples tested"
"IND","India","2020-04-08",5194,773,149,35,3.764,0.56,0.108,0.025,127919,13904,0.092,0.01,"samples tested"
"IND","India","2020-04-09",5734,540,166,17,4.155,0.391,0.12,0.012,144910,16991,0.105,0.012,"samples tested"
"IND","India","2020-04-10",6412,678,199,33,4.646,0.491,0.144,0.024,161330,16420,0.117,0.012,"samples tested"
"IND","India","2020-04-11",7447,1035,239,40,5.396,0.75,0.173,0.029,179374,18044,0.13,0.013,"samples tested"
"IND","India","2020-04-12",8356,909,273,34,6.055,0.659,0.198,0.025,195748,16374,0.142,0.012,"samples tested"
"IND","India","2020-04-13",9152,796,308,35,6.632,0.577,0.223,0.025,217554,21806,0.157,0.016,"samples tested"
"IND","India","2020-04-14",10363,1211,339,31,7.509,0.878,0.246,0.022,244893,27339,0.177,0.02,"samples tested"
"IND","India","2020-04-15",11438,1075,377,38,8.288,0.779,0.273,0.028,274599,29706,0.199,0.021,"samples tested"
"IND","India","2020-04-16",12380,942,414,37,8.971,0.683,0.3,0.027,302956,28357,0.219,0.021,"samples tested"
"IND","India","2020-04-17",13387,1007,437,23,9.701,0.73,0.317,0.017,335123,32167,0.242,0.023,"samples tested"
"IND","India","2020-04-18",14378,991,480,43,10.419,0.718,0.348,0.031,372123,37000,0.269,0.027,"samples tested"
"IND","India","2020-04-19",15712,1334,507,27,11.385,0.967,0.367,0.02,401586,29463,0.29,0.021,"samples tested"
"IND","India","2020-04-20",17265,1553,543,36,12.511,1.125,0.393,0.026,NA,NA,NA,NA,""
"IND","India","2020-04-21",18600,1335,590,47,13.478,0.967,0.428,0.034,462621,NA,0.334,NA,"samples tested"
"IND","India","2020-04-22",19984,1384,640,50,14.481,1.003,0.464,0.036,NA,NA,NA,NA,""
"IND","India","2020-04-23",21393,1409,681,41,15.502,1.021,0.493,0.03,500542,NA,0.362,NA,"samples tested"
"IND","India","2020-04-24",23077,1684,718,37,16.722,1.22,0.52,0.027,541789,41247,0.392,0.03,"samples tested"
"IND","India","2020-04-25",24506,1429,775,57,17.758,1.036,0.562,0.041,NA,NA,NA,NA,""
"IDN","Indonesia","2019-12-31",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-01",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-02",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-03",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-04",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-05",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-06",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-07",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-08",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-09",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-10",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-11",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-12",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-13",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-14",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-15",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-16",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-17",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-18",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-19",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-20",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-21",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-22",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-23",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-24",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-25",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-26",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-27",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-28",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-29",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-30",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-01-31",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-01",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-02",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-03",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-04",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-05",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-06",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-07",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-08",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-09",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-10",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-11",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-12",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-13",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-14",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-15",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-16",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-17",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-18",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-19",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-20",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-21",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-22",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-23",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-24",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-25",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-26",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-27",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-28",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-02-29",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-01",0,0,0,0,0,0,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-02",2,2,0,0,0.007,0.007,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-07",4,2,0,0,0.015,0.007,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-09",6,2,0,0,0.022,0.007,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-11",19,13,0,0,0.069,0.048,0,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-12",34,15,1,1,0.124,0.055,0.004,0.004,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-14",69,35,4,3,0.252,0.128,0.015,0.011,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-15",96,27,4,0,0.351,0.099,0.015,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-16",117,21,5,1,0.428,0.077,0.018,0.004,1230,NA,0.005,NA,"units unclear"
"IDN","Indonesia","2020-03-17",134,17,5,0,0.49,0.062,0.018,0,1255,25,0.005,0,"units unclear"
"IDN","Indonesia","2020-03-18",172,38,5,0,0.629,0.139,0.018,0,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-19",172,0,5,0,0.629,0,0.018,0,1651,NA,0.006,NA,"units unclear"
"IDN","Indonesia","2020-03-20",227,55,19,14,0.83,0.201,0.069,0.051,1898,247,0.007,0.001,"units unclear"
"IDN","Indonesia","2020-03-21",309,82,25,6,1.13,0.3,0.091,0.022,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-22",450,141,38,13,1.645,0.515,0.139,0.048,2409,NA,0.009,NA,"units unclear"
"IDN","Indonesia","2020-03-23",514,64,48,10,1.879,0.234,0.175,0.037,2483,74,0.009,0,"units unclear"
"IDN","Indonesia","2020-03-24",579,65,49,1,2.117,0.238,0.179,0.004,2863,380,0.011,0.001,"units unclear"
"IDN","Indonesia","2020-03-25",686,107,55,6,2.508,0.391,0.201,0.022,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-26",790,104,58,3,2.888,0.38,0.212,0.011,NA,NA,NA,NA,""
"IDN","Indonesia","2020-03-27",893,103,78,20,3.265,0.377,0.285,0.073,4489,NA,0.016,NA,"units unclear"
"IDN","Indonesia","2020-03-28",1046,153,87,9,3.824,0.559,0.318,0.033,5775,1286,0.021,0.005,"units unclear"
"IDN","Indonesia","2020-03-29",1155,109,102,15,4.223,0.399,0.373,0.055,6266,491,0.023,0.002,"units unclear"
"IDN","Indonesia","2020-03-30",1285,130,114,12,4.698,0.475,0.417,0.044,6534,268,0.024,0.001,"units unclear"
"IDN","Indonesia","2020-03-31",1414,129,122,8,5.17,0.472,0.446,0.029,6663,129,0.024,0,"units unclear"
"IDN","Indonesia","2020-04-01",1528,114,136,14,5.586,0.417,0.497,0.051,6777,114,0.025,0,"units unclear"
"IDN","Indonesia","2020-04-02",1677,149,157,21,6.131,0.545,0.574,0.077,7193,416,0.026,0.002,"units unclear"
"IDN","Indonesia","2020-04-03",1790,113,170,13,6.544,0.413,0.622,0.048,7621,428,0.028,0.002,"units unclear"
"IDN","Indonesia","2020-04-04",1986,196,181,11,7.261,0.717,0.662,0.04,7986,365,0.029,0.001,"units unclear"
"IDN","Indonesia","2020-04-05",2092,106,191,10,7.648,0.388,0.698,0.037,NA,NA,NA,NA,""
"IDN","Indonesia","2020-04-06",2273,181,198,7,8.31,0.662,0.724,0.026,11460,NA,0.042,NA,"units unclear"
"IDN","Indonesia","2020-04-07",2491,218,209,11,9.107,0.797,0.764,0.04,13433,1973,0.049,0.007,"units unclear"
"IDN","Indonesia","2020-04-08",2738,247,221,12,10.01,0.903,0.808,0.044,14571,1138,0.054,0.004,"units unclear"
"IDN","Indonesia","2020-04-09",2956,218,240,19,10.807,0.797,0.877,0.069,16848,2277,0.062,0.008,"units unclear"
"IDN","Indonesia","2020-04-10",3293,337,280,40,12.039,1.232,1.024,0.146,19452,2604,0.071,0.01,"units unclear"
"IDN","Indonesia","2020-04-11",3512,219,306,26,12.84,0.801,1.119,0.095,19782,330,0.073,0.001,"units unclear"
"IDN","Indonesia","2020-04-12",3842,330,327,21,14.046,1.206,1.196,0.077,27075,7293,0.099,0.027,"units unclear"
"IDN","Indonesia","2020-04-13",4241,399,373,46,15.505,1.459,1.364,0.168,27391,316,0.101,0.001,"units unclear"
"IDN","Indonesia","2020-04-14",4557,316,399,26,16.66,1.155,1.459,0.095,31628,4237,0.116,0.016,"units unclear"
"IDN","Indonesia","2020-04-15",4839,282,459,60,17.691,1.031,1.678,0.219,33001,1373,0.121,0.005,"units unclear"
"IDN","Indonesia","2020-04-16",5136,297,469,10,18.777,1.086,1.715,0.037,34975,1974,0.128,0.007,"units unclear"
"IDN","Indonesia","2020-04-17",5516,380,496,27,20.166,1.389,1.813,0.099,37134,2159,0.136,0.008,"units unclear"
"IDN","Indonesia","2020-04-18",5923,407,520,24,21.654,1.488,1.901,0.088,39422,2288,0.145,0.008,"units unclear"
"IDN","Indonesia","2020-04-19",6248,325,535,15,22.843,1.188,1.956,0.055,42219,2797,0.155,0.01,"units unclear"
"IDN","Indonesia","2020-04-20",6575,327,582,47,24.038,1.196,2.128,0.172,43749,1530,0.161,0.006,"units unclear"
"IDN","Indonesia","2020-04-21",6760,185,590,8,24.715,0.676,2.157,0.029,46173,2424,0.17,0.009,"units unclear"
"IDN","Indonesia","2020-04-22",7135,375,616,26,26.085,1.371,2.252,0.095,47361,1188,0.174,0.004,"units unclear"
"IDN","Indonesia","2020-04-23",7418,283,635,19,27.12,1.035,2.322,0.069,48647,1286,0.179,0.005,"units unclear"
"IDN","Indonesia","2020-04-24",7775,357,647,12,28.425,1.305,2.365,0.044,50563,1916,0.186,0.007,"units unclear"
"IDN","Indonesia","2020-04-25",8211,436,689,42,30.019,1.594,2.519,0.154,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-06",0,0,0,0,NA,NA,NA,NA,31,NA,0.001,NA,"units unclear"
"KEN","Kenya","2020-03-14",1,1,0,0,0.019,0.019,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-15",1,0,0,0,0.019,0,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-16",3,2,0,0,0.056,0.037,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-17",3,0,0,0,0.056,0,0,0,111,NA,0.002,NA,"units unclear"
"KEN","Kenya","2020-03-18",4,1,0,0,0.074,0.019,0,0,132,21,0.002,0,"units unclear"
"KEN","Kenya","2020-03-19",7,3,0,0,0.13,0.056,0,0,173,41,0.003,0.001,"units unclear"
"KEN","Kenya","2020-03-20",7,0,0,0,0.13,0,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-21",7,0,0,0,0.13,0,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-22",7,0,0,0,0.13,0,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-23",15,8,0,0,0.279,0.149,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-24",16,1,0,0,0.298,0.019,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-25",25,9,0,0,0.465,0.167,0,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-26",25,0,0,0,0.465,0,0,0,600,NA,0.011,NA,"units unclear"
"KEN","Kenya","2020-03-27",31,6,1,1,0.577,0.112,0.019,0.019,NA,NA,NA,NA,""
"KEN","Kenya","2020-03-28",31,0,1,0,0.577,0,0.019,0,833,NA,0.016,NA,"units unclear"
"KEN","Kenya","2020-03-29",38,7,1,0,0.707,0.13,0.019,0,902,69,0.017,0.001,"units unclear"
"KEN","Kenya","2020-03-30",42,4,1,0,0.781,0.074,0.019,0,1074,172,0.02,0.003,"units unclear"
"KEN","Kenya","2020-03-31",50,8,1,0,0.93,0.149,0.019,0,1308,234,0.024,0.004,"units unclear"
"KEN","Kenya","2020-04-01",59,9,1,0,1.097,0.167,0.019,0,1688,380,0.032,0.007,"units unclear"
"KEN","Kenya","2020-04-02",81,22,1,0,1.506,0.409,0.019,0,2350,662,0.044,0.012,"units unclear"
"KEN","Kenya","2020-04-03",110,29,3,2,2.046,0.539,0.056,0.037,2712,362,0.051,0.007,"units unclear"
"KEN","Kenya","2020-04-04",122,12,4,1,2.269,0.223,0.074,0.019,3084,372,0.058,0.007,"units unclear"
"KEN","Kenya","2020-04-05",126,4,4,0,2.343,0.074,0.074,0,3614,530,0.068,0.01,"units unclear"
"KEN","Kenya","2020-04-06",142,16,4,0,2.641,0.298,0.074,0,4277,663,0.08,0.012,"units unclear"
"KEN","Kenya","2020-04-07",158,16,4,0,2.938,0.298,0.074,0,4973,696,0.093,0.013,"units unclear"
"KEN","Kenya","2020-04-08",172,14,6,2,3.199,0.26,0.112,0.037,5278,305,0.099,0.006,"units unclear"
"KEN","Kenya","2020-04-09",179,7,6,0,3.329,0.13,0.112,0,5586,308,0.104,0.006,"units unclear"
"KEN","Kenya","2020-04-10",184,5,7,1,3.422,0.093,0.13,0.019,6192,606,0.116,0.011,"units unclear"
"KEN","Kenya","2020-04-11",189,5,7,0,3.515,0.093,0.13,0,6683,491,0.125,0.009,"units unclear"
"KEN","Kenya","2020-04-12",191,2,7,0,3.552,0.037,0.13,0,7449,766,0.139,0.014,"units unclear"
"KEN","Kenya","2020-04-13",197,6,8,1,3.664,0.112,0.149,0.019,8123,674,0.152,0.013,"units unclear"
"KEN","Kenya","2020-04-14",208,11,9,1,3.868,0.205,0.167,0.019,8817,694,0.165,0.013,"units unclear"
"KEN","Kenya","2020-04-15",216,8,9,0,4.017,0.149,0.167,0,9620,803,0.18,0.015,"units unclear"
"KEN","Kenya","2020-04-16",225,9,10,1,4.184,0.167,0.186,0.019,10324,704,0.193,0.013,"units unclear"
"KEN","Kenya","2020-04-17",234,9,11,1,4.352,0.167,0.205,0.019,10774,450,0.201,0.008,"units unclear"
"KEN","Kenya","2020-04-18",246,12,11,0,4.575,0.223,0.205,0,11889,1115,0.222,0.021,"units unclear"
"KEN","Kenya","2020-04-19",262,16,12,1,4.872,0.298,0.223,0.019,13239,1350,0.247,0.025,"units unclear"
"KEN","Kenya","2020-04-20",270,8,14,2,5.021,0.149,0.26,0.037,13872,633,0.259,0.012,"units unclear"
"KEN","Kenya","2020-04-21",281,11,14,0,5.226,0.205,0.26,0,14704,832,0.275,0.016,"units unclear"
"KEN","Kenya","2020-04-22",281,0,14,0,5.226,0,0.26,0,15411,707,0.288,0.013,"units unclear"
"KEN","Kenya","2020-04-23",303,22,14,0,5.635,0.409,0.26,0,16079,668,0.301,0.012,"units unclear"
"KEN","Kenya","2020-04-24",320,17,14,0,5.951,0.316,0.26,0,NA,NA,NA,NA,""
"KEN","Kenya","2020-04-25",336,16,14,0,6.249,0.298,0.26,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-19",3,3,0,0,0.46,0.46,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-20",6,3,0,0,0.92,0.46,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-21",6,0,0,0,0.92,0,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-22",14,8,0,0,2.146,1.226,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-23",14,0,0,0,2.146,0,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-24",16,2,0,0,2.452,0.307,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-25",42,26,0,0,6.438,3.985,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-26",44,2,0,0,6.744,0.307,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-27",44,0,0,0,6.744,0,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-28",58,14,0,0,8.89,2.146,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-29",84,26,0,0,12.875,3.985,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-30",84,0,0,0,12.875,0,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-03-31",84,0,0,0,12.875,0,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-01",107,23,0,0,16.401,3.525,0,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-02",112,5,1,1,17.167,0.766,0.153,0.153,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-03",125,13,1,0,19.159,1.993,0.153,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-04",144,19,1,0,22.072,2.912,0.153,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-05",144,0,1,0,22.072,0,0.153,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-06",216,72,4,3,33.108,11.036,0.613,0.46,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-07",228,12,4,0,34.947,1.839,0.613,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-08",270,42,4,0,41.384,6.438,0.613,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-09",280,10,4,0,42.917,1.533,0.613,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-10",298,18,5,1,45.676,2.759,0.766,0.153,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-11",339,41,5,0,51.96,6.284,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-12",377,38,5,0,57.785,5.824,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-13",419,42,5,0,64.223,6.438,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-14",430,11,5,0,65.909,1.686,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-15",449,19,5,0,68.821,2.912,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-16",466,17,5,0,71.426,2.606,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-17",489,23,5,0,74.952,3.525,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-18",506,17,5,0,77.558,2.606,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-19",554,48,5,0,84.915,7.357,0.766,0,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-20",568,14,7,2,87.061,2.146,1.073,0.307,NA,NA,NA,NA,""
"KGZ","Kyrgyzstan","2020-04-21",590,22,7,0,90.433,3.372,1.073,0,NA,NA,NA,NA,""
