Entity,Code,Date,TotalConfirmedDeaths,DailyNewConfirmedDeaths
China,CHN,"Jan 31, 2020",213,43
China,CHN,"Feb 1, 2020",259,46
China,CHN,"Feb 2, 2020",304,45
China,CHN,"Feb 3, 2020",361,57
China,CHN,"Feb 4, 2020",426,65
China,CHN,"Feb 5, 2020",492,66
China,CHN,"Feb 6, 2020",564,72
China,CHN,"Feb 7, 2020",637,73
China,CHN,"Feb 8, 2020",723,86
China,CHN,"Feb 9, 2020",812,89
China,CHN,"Feb 10, 2020",909,97
China,CHN,"Feb 11, 2020",1017,108
China,CHN,"Feb 12, 2020",1114,97
China,CHN,"Feb 13, 2020",1368,254
China,CHN,"Feb 14, 2020",1381,13
China,CHN,"Feb 15, 2020",1524,143
China,CHN,"Feb 16, 2020",1666,142
China,CHN,"Feb 17, 2020",1771,105
China,CHN,"Feb 18, 2020",1869,98
China,CHN,"Feb 19, 2020",2008,139
China,CHN,"Feb 20, 2020",2120,112
China,CHN,"Feb 21, 2020",2238,118
China,CHN,"Feb 22, 2020",2347,109
China,CHN,"Feb 23, 2020",2445,98
China,CHN,"Feb 24, 2020",2595,150
China,CHN,"Feb 25, 2020",2665,70
China,CHN,"Feb 26, 2020",2717,52
China,CHN,"Feb 27, 2020",2746,29
China,CHN,"Feb 28, 2020",2790,44
China,CHN,"Feb 29, 2020",2837,47
China,CHN,"Mar 1, 2020",2872,35
China,CHN,"Mar 2, 2020",2914,42
China,CHN,"Mar 3, 2020",2946,32
China,CHN,"Mar 4, 2020",2983,37
China,CHN,"Mar 5, 2020",3014,31
China,CHN,"Mar 6, 2020",3044,30
China,CHN,"Mar 7, 2020",3072,28
China,CHN,"Mar 8, 2020",3099,27
China,CHN,"Mar 9, 2020",3122,23
China,CHN,"Mar 10, 2020",3139,17
China,CHN,"Mar 11, 2020",3161,22
China,CHN,"Mar 12, 2020",3172,11
China,CHN,"Mar 13, 2020",3179,7
China,CHN,"Mar 14, 2020",3194,15
China,CHN,"Mar 15, 2020",3203,9
China,CHN,"Mar 16, 2020",3216,13
China,CHN,"Mar 17, 2020",3225,9
China,CHN,"Mar 18, 2020",3241,16
China,CHN,"Mar 19, 2020",3249,8
China,CHN,"Mar 20, 2020",3253,4
China,CHN,"Mar 21, 2020",3259,6
China,CHN,"Mar 22, 2020",3265,6
China,CHN,"Mar 23, 2020",3274,9
China,CHN,"Mar 24, 2020",3281,7
China,CHN,"Mar 25, 2020",3285,4
China,CHN,"Mar 26, 2020",3291,6
China,CHN,"Mar 27, 2020",3296,5
China,CHN,"Mar 28, 2020",3299,3
China,CHN,"Mar 29, 2020",3304,5
China,CHN,"Mar 30, 2020",3306,2
China,CHN,"Mar 31, 2020",3309,3
China,CHN,"Apr 1, 2020",3310,1
China,CHN,"Apr 2, 2020",3316,6
China,CHN,"Apr 3, 2020",3326,10
China,CHN,"Apr 4, 2020",3330,4
China,CHN,"Apr 5, 2020",3333,3
China,CHN,"Apr 6, 2020",3335,2
China,CHN,"Apr 7, 2020",3335,
China,CHN,"Apr 8, 2020",3337,2
China,CHN,"Apr 9, 2020",3339,2
China,CHN,"Apr 10, 2020",3340,1
China,CHN,"Apr 11, 2020",3343,3
China,CHN,"Apr 12, 2020",3343,
China,CHN,"Apr 13, 2020",3345,2
China,CHN,"Apr 14, 2020",3345,
China,CHN,"Apr 15, 2020",3346,1
China,CHN,"Apr 16, 2020",3346,
China,CHN,"Apr 17, 2020",4636,1290
China,CHN,"Apr 18, 2020",4636,
China,CHN,"Apr 19, 2020",4636,
China,CHN,"Apr 20, 2020",4636,
China,CHN,"Apr 21, 2020",4636,
China,CHN,"Apr 22, 2020",4636,
China,CHN,"Apr 23, 2020",4636,
China,CHN,"Apr 24, 2020",4636,
China,CHN,"Apr 25, 2020",4636,
China,CHN,"Apr 26, 2020",4636,
China,CHN,"Apr 27, 2020",4639,3
Colombia,COL,"Mar 22, 2020",1,1
Colombia,COL,"Mar 23, 2020",2,1
Colombia,COL,"Mar 24, 2020",3,1
Colombia,COL,"Mar 25, 2020",3,
Colombia,COL,"Mar 26, 2020",4,1
Colombia,COL,"Mar 27, 2020",6,2
Colombia,COL,"Mar 28, 2020",6,
Colombia,COL,"Mar 29, 2020",6,
Colombia,COL,"Mar 30, 2020",10,4
Colombia,COL,"Mar 31, 2020",14,4
Colombia,COL,"Apr 1, 2020",16,2
Colombia,COL,"Apr 2, 2020",17,1
Colombia,COL,"Apr 3, 2020",19,2
Colombia,COL,"Apr 4, 2020",25,6
Colombia,COL,"Apr 5, 2020",32,7
Colombia,COL,"Apr 6, 2020",35,3
Colombia,COL,"Apr 7, 2020",46,11
Colombia,COL,"Apr 8, 2020",50,4
Colombia,COL,"Apr 9, 2020",55,5
Colombia,COL,"Apr 10, 2020",69,14
Colombia,COL,"Apr 11, 2020",80,11
Colombia,COL,"Apr 12, 2020",100,20
Colombia,COL,"Apr 13, 2020",109,9
Colombia,COL,"Apr 14, 2020",112,3
Colombia,COL,"Apr 15, 2020",127,15
Colombia,COL,"Apr 16, 2020",131,4
Colombia,COL,"Apr 17, 2020",144,13
Colombia,COL,"Apr 18, 2020",153,9
Colombia,COL,"Apr 19, 2020",166,13
Colombia,COL,"Apr 20, 2020",179,13
Colombia,COL,"Apr 21, 2020",189,10
Colombia,COL,"Apr 22, 2020",196,7
Colombia,COL,"Apr 23, 2020",206,10
Colombia,COL,"Apr 24, 2020",215,9
Colombia,COL,"Apr 25, 2020",225,10
Colombia,COL,"Apr 26, 2020",233,8
Colombia,COL,"Apr 27, 2020",243,10
Congo,COG,"Apr 1, 2020",2,2
Congo,COG,"Apr 2, 2020",2,
Congo,COG,"Apr 3, 2020",3,1
Congo,COG,"Apr 4, 2020",3,
Congo,COG,"Apr 5, 2020",5,2
Congo,COG,"Apr 6, 2020",5,
Congo,COG,"Apr 7, 2020",5,
Congo,COG,"Apr 8, 2020",5,
Congo,COG,"Apr 9, 2020",5,
Congo,COG,"Apr 10, 2020",5,
Congo,COG,"Apr 11, 2020",5,
Congo,COG,"Apr 12, 2020",5,
Congo,COG,"Apr 13, 2020",5,
Congo,COG,"Apr 14, 2020",5,
Congo,COG,"Apr 15, 2020",5,
Congo,COG,"Apr 16, 2020",5,
Congo,COG,"Apr 17, 2020",5,
Congo,COG,"Apr 18, 2020",6,1
Congo,COG,"Apr 19, 2020",6,
Congo,COG,"Apr 20, 2020",6,
Congo,COG,"Apr 21, 2020",6,
Congo,COG,"Apr 22, 2020",6,
Congo,COG,"Apr 23, 2020",6,
Congo,COG,"Apr 24, 2020",6,
Congo,COG,"Apr 25, 2020",6,
Congo,COG,"Apr 26, 2020",8,2
Congo,COG,"Apr 27, 2020",8,
Costa Rica,CRI,"Mar 19, 2020",1,1
Costa Rica,CRI,"Mar 20, 2020",1,
Costa Rica,CRI,"Mar 21, 2020",2,1
Costa Rica,CRI,"Mar 22, 2020",2,
Costa Rica,CRI,"Mar 23, 2020",2,
Costa Rica,CRI,"Mar 24, 2020",2,
Costa Rica,CRI,"Mar 25, 2020",2,
Costa Rica,CRI,"Mar 26, 2020",2,
Costa Rica,CRI,"Mar 27, 2020",2,
Costa Rica,CRI,"Mar 28, 2020",2,
Costa Rica,CRI,"Mar 29, 2020",2,
Costa Rica,CRI,"Mar 30, 2020",2,
Costa Rica,CRI,"Mar 31, 2020",2,
Costa Rica,CRI,"Apr 1, 2020",2,
Costa Rica,CRI,"Apr 2, 2020",2,
Costa Rica,CRI,"Apr 3, 2020",2,
Costa Rica,CRI,"Apr 4, 2020",2,
Costa Rica,CRI,"Apr 5, 2020",2,
Costa Rica,CRI,"Apr 6, 2020",2,
Costa Rica,CRI,"Apr 7, 2020",2,
Costa Rica,CRI,"Apr 8, 2020",2,
Costa Rica,CRI,"Apr 9, 2020",2,
Costa Rica,CRI,"Apr 10, 2020",3,1
Costa Rica,CRI,"Apr 11, 2020",3,
Costa Rica,CRI,"Apr 12, 2020",3,
Costa Rica,CRI,"Apr 13, 2020",3,
Costa Rica,CRI,"Apr 14, 2020",3,
Costa Rica,CRI,"Apr 15, 2020",3,
Costa Rica,CRI,"Apr 16, 2020",4,1
Costa Rica,CRI,"Apr 17, 2020",4,
Costa Rica,CRI,"Apr 18, 2020",4,
Costa Rica,CRI,"Apr 19, 2020",4,
Costa Rica,CRI,"Apr 20, 2020",4,
Costa Rica,CRI,"Apr 21, 2020",6,2
Costa Rica,CRI,"Apr 22, 2020",6,
Costa Rica,CRI,"Apr 23, 2020",6,
Costa Rica,CRI,"Apr 24, 2020",6,
Costa Rica,CRI,"Apr 25, 2020",6,
Costa Rica,CRI,"Apr 26, 2020",6,
Costa Rica,CRI,"Apr 27, 2020",6,
Cote d'Ivoire,CIV,"Mar 30, 2020",1,1
Cote d'Ivoire,CIV,"Mar 31, 2020",1,
Cote d'Ivoire,CIV,"Apr 1, 2020",1,
Cote d'Ivoire,CIV,"Apr 2, 2020",1,
Cote d'Ivoire,CIV,"Apr 3, 2020",1,
Cote d'Ivoire,CIV,"Apr 4, 2020",1,
Cote d'Ivoire,CIV,"Apr 5, 2020",2,1
Cote d'Ivoire,CIV,"Apr 6, 2020",3,1
Cote d'Ivoire,CIV,"Apr 7, 2020",3,
Cote d'Ivoire,CIV,"Apr 8, 2020",3,
Cote d'Ivoire,CIV,"Apr 9, 2020",3,
Cote d'Ivoire,CIV,"Apr 10, 2020",3,
Cote d'Ivoire,CIV,"Apr 11, 2020",3,
Cote d'Ivoire,CIV,"Apr 12, 2020",4,1
Cote d'Ivoire,CIV,"Apr 13, 2020",5,1
Cote d'Ivoire,CIV,"Apr 14, 2020",6,1
Cote d'Ivoire,CIV,"Apr 15, 2020",6,
Cote d'Ivoire,CIV,"Apr 16, 2020",6,
Cote d'Ivoire,CIV,"Apr 17, 2020",6,
Cote d'Ivoire,CIV,"Apr 18, 2020",6,
Cote d'Ivoire,CIV,"Apr 19, 2020",8,2
Cote d'Ivoire,CIV,"Apr 20, 2020",9,1
Cote d'Ivoire,CIV,"Apr 21, 2020",10,1
Cote d'Ivoire,CIV,"Apr 22, 2020",13,3
Cote d'Ivoire,CIV,"Apr 23, 2020",14,1
Cote d'Ivoire,CIV,"Apr 24, 2020",14,
Cote d'Ivoire,CIV,"Apr 25, 2020",14,
Cote d'Ivoire,CIV,"Apr 26, 2020",14,
Cote d'Ivoire,CIV,"Apr 27, 2020",14,
Croatia,HRV,"Mar 25, 2020",1,1
Croatia,HRV,"Mar 26, 2020",1,
Croatia,HRV,"Mar 27, 2020",2,1
Croatia,HRV,"Mar 28, 2020",3,1
Croatia,HRV,"Mar 29, 2020",5,2
Croatia,HRV,"Mar 30, 2020",6,1
Croatia,HRV,"Mar 31, 2020",6,
Croatia,HRV,"Apr 1, 2020",6,
Croatia,HRV,"Apr 2, 2020",6,
Croatia,HRV,"Apr 3, 2020",7,1
Croatia,HRV,"Apr 4, 2020",8,1
Croatia,HRV,"Apr 5, 2020",12,4
Croatia,HRV,"Apr 6, 2020",15,3
Croatia,HRV,"Apr 7, 2020",16,1
Croatia,HRV,"Apr 8, 2020",18,2
Croatia,HRV,"Apr 9, 2020",19,1
Croatia,HRV,"Apr 10, 2020",20,1
Croatia,HRV,"Apr 11, 2020",21,1
Croatia,HRV,"Apr 12, 2020",21,
Croatia,HRV,"Apr 13, 2020",23,2
Croatia,HRV,"Apr 14, 2020",25,2
Croatia,HRV,"Apr 15, 2020",31,6
Croatia,HRV,"Apr 16, 2020",34,3
Croatia,HRV,"Apr 17, 2020",35,1
Croatia,HRV,"Apr 18, 2020",36,1
Croatia,HRV,"Apr 19, 2020",39,3
Croatia,HRV,"Apr 20, 2020",47,8
Croatia,HRV,"Apr 21, 2020",47,
Croatia,HRV,"Apr 22, 2020",48,1
Croatia,HRV,"Apr 23, 2020",48,
Croatia,HRV,"Apr 24, 2020",50,2
Croatia,HRV,"Apr 25, 2020",51,1
Croatia,HRV,"Apr 26, 2020",54,3
Croatia,HRV,"Apr 27, 2020",55,1
Cuba,CUB,"Mar 19, 2020",1,1
Cuba,CUB,"Mar 20, 2020",1,
Cuba,CUB,"Mar 21, 2020",1,
Cuba,CUB,"Mar 22, 2020",1,
Cuba,CUB,"Mar 23, 2020",1,
Cuba,CUB,"Mar 24, 2020",1,
Cuba,CUB,"Mar 25, 2020",1,
Cuba,CUB,"Mar 26, 2020",1,
Cuba,CUB,"Mar 27, 2020",2,1
Cuba,CUB,"Mar 28, 2020",2,
Cuba,CUB,"Mar 29, 2020",3,1
Cuba,CUB,"Mar 30, 2020",3,
Cuba,CUB,"Mar 31, 2020",4,1
Cuba,CUB,"Apr 1, 2020",6,2
Cuba,CUB,"Apr 2, 2020",6,
Cuba,CUB,"Apr 3, 2020",6,
Cuba,CUB,"Apr 4, 2020",6,
Cuba,CUB,"Apr 5, 2020",6,
Cuba,CUB,"Apr 6, 2020",8,2
Cuba,CUB,"Apr 7, 2020",9,1
Cuba,CUB,"Apr 8, 2020",11,2
Cuba,CUB,"Apr 9, 2020",12,1
Cuba,CUB,"Apr 10, 2020",15,3
Cuba,CUB,"Apr 11, 2020",15,
Cuba,CUB,"Apr 12, 2020",16,1
Cuba,CUB,"Apr 13, 2020",18,2
Cuba,CUB,"Apr 14, 2020",21,3
Cuba,CUB,"Apr 15, 2020",21,
Cuba,CUB,"Apr 16, 2020",24,3
Cuba,CUB,"Apr 17, 2020",27,3
Cuba,CUB,"Apr 18, 2020",31,4
Cuba,CUB,"Apr 19, 2020",32,1
Cuba,CUB,"Apr 20, 2020",34,2
Cuba,CUB,"Apr 21, 2020",36,2
Cuba,CUB,"Apr 22, 2020",38,2
Cuba,CUB,"Apr 23, 2020",40,2
Cuba,CUB,"Apr 24, 2020",43,3
Cuba,CUB,"Apr 25, 2020",49,6
Cuba,CUB,"Apr 26, 2020",51,2
Cuba,CUB,"Apr 27, 2020",54,3
Curacao,CUW,"Mar 26, 2020",1,1
Curacao,CUW,"Mar 27, 2020",1,
Curacao,CUW,"Mar 28, 2020",1,
Curacao,CUW,"Mar 29, 2020",1,
Curacao,CUW,"Mar 30, 2020",1,
Curacao,CUW,"Apr 1, 2020",1,
Curacao,CUW,"Apr 2, 2020",1,
Curacao,CUW,"Apr 3, 2020",1,
Curacao,CUW,"Apr 4, 2020",1,
Curacao,CUW,"Apr 5, 2020",1,
Curacao,CUW,"Apr 6, 2020",1,
Curacao,CUW,"Apr 7, 2020",1,
Curacao,CUW,"Apr 8, 2020",1,
Curacao,CUW,"Apr 9, 2020",1,
Curacao,CUW,"Apr 10, 2020",1,
Curacao,CUW,"Apr 11, 2020",1,
Curacao,CUW,"Apr 12, 2020",1,
Curacao,CUW,"Apr 13, 2020",1,
Curacao,CUW,"Apr 14, 2020",1,
Curacao,CUW,"Apr 15, 2020",1,
Curacao,CUW,"Apr 16, 2020",1,
Curacao,CUW,"Apr 17, 2020",1,
Curacao,CUW,"Apr 18, 2020",1,
Curacao,CUW,"Apr 19, 2020",1,
Curacao,CUW,"Apr 20, 2020",1,
Curacao,CUW,"Apr 21, 2020",1,
Curacao,CUW,"Apr 22, 2020",1,
Curacao,CUW,"Apr 23, 2020",1,
Curacao,CUW,"Apr 24, 2020",1,
Curacao,CUW,"Apr 25, 2020",1,
Curacao,CUW,"Apr 26, 2020",1,
Curacao,CUW,"Apr 27, 2020",1,
Cyprus,CYP,"Mar 25, 2020",3,3
Cyprus,CYP,"Mar 26, 2020",3,
Cyprus,CYP,"Mar 27, 2020",3,
Cyprus,CYP,"Mar 28, 2020",5,2
Cyprus,CYP,"Mar 29, 2020",5,
Cyprus,CYP,"Mar 30, 2020",6,1
Cyprus,CYP,"Mar 31, 2020",7,1
Cyprus,CYP,"Apr 1, 2020",8,1
Cyprus,CYP,"Apr 2, 2020",9,1
Cyprus,CYP,"Apr 3, 2020",9,
Cyprus,CYP,"Apr 4, 2020",11,2
Cyprus,CYP,"Apr 5, 2020",11,
Cyprus,CYP,"Apr 6, 2020",14,3
Cyprus,CYP,"Apr 7, 2020",14,
Cyprus,CYP,"Apr 8, 2020",14,
Cyprus,CYP,"Apr 9, 2020",14,
Cyprus,CYP,"Apr 10, 2020",15,1
Cyprus,CYP,"Apr 11, 2020",15,
Cyprus,CYP,"Apr 12, 2020",15,
Cyprus,CYP,"Apr 13, 2020",16,1
Cyprus,CYP,"Apr 14, 2020",17,1
Cyprus,CYP,"Apr 15, 2020",17,
Cyprus,CYP,"Apr 16, 2020",17,
Cyprus,CYP,"Apr 17, 2020",17,
Cyprus,CYP,"Apr 18, 2020",17,
Cyprus,CYP,"Apr 19, 2020",17,
Cyprus,CYP,"Apr 20, 2020",17,
Cyprus,CYP,"Apr 21, 2020",17,
Cyprus,CYP,"Apr 22, 2020",17,
Cyprus,CYP,"Apr 23, 2020",17,
Cyprus,CYP,"Apr 24, 2020",17,
Cyprus,CYP,"Apr 25, 2020",17,
Cyprus,CYP,"Apr 26, 2020",17,
Cyprus,CYP,"Apr 27, 2020",17,
Czech Republic,CZE,"Mar 23, 2020",1,1
Czech Republic,CZE,"Mar 24, 2020",1,
Czech Republic,CZE,"Mar 25, 2020",3,2
Czech Republic,CZE,"Mar 26, 2020",6,3
Czech Republic,CZE,"Mar 27, 2020",9,3
Czech Republic,CZE,"Mar 28, 2020",9,
Czech Republic,CZE,"Mar 29, 2020",11,2
Czech Republic,CZE,"Mar 30, 2020",16,5
Czech Republic,CZE,"Mar 31, 2020",24,8
Czech Republic,CZE,"Apr 1, 2020",31,7
Czech Republic,CZE,"Apr 2, 2020",39,8
Czech Republic,CZE,"Apr 3, 2020",44,5
Czech Republic,CZE,"Apr 4, 2020",53,9
Czech Republic,CZE,"Apr 5, 2020",59,6
Czech Republic,CZE,"Apr 6, 2020",67,8
Czech Republic,CZE,"Apr 7, 2020",78,11
Czech Republic,CZE,"Apr 8, 2020",88,10
Czech Republic,CZE,"Apr 9, 2020",99,11
Czech Republic,CZE,"Apr 10, 2020",112,13
Czech Republic,CZE,"Apr 11, 2020",119,7
Czech Republic,CZE,"Apr 12, 2020",129,10
Czech Republic,CZE,"Apr 13, 2020",138,9
Czech Republic,CZE,"Apr 14, 2020",143,5
Czech Republic,CZE,"Apr 15, 2020",161,18
Czech Republic,CZE,"Apr 16, 2020",166,5
Czech Republic,CZE,"Apr 17, 2020",169,3
Czech Republic,CZE,"Apr 18, 2020",173,4
Czech Republic,CZE,"Apr 19, 2020",181,8
Czech Republic,CZE,"Apr 20, 2020",188,7
Czech Republic,CZE,"Apr 21, 2020",196,8
Czech Republic,CZE,"Apr 22, 2020",201,5
Czech Republic,CZE,"Apr 23, 2020",210,9
Czech Republic,CZE,"Apr 24, 2020",213,3
Czech Republic,CZE,"Apr 25, 2020",215,2
Czech Republic,CZE,"Apr 26, 2020",218,3
Czech Republic,CZE,"Apr 27, 2020",221,3
Democratic Republic of Congo,COD,"Mar 22, 2020",1,1
Democratic Republic of Congo,COD,"Mar 23, 2020",2,1
Democratic Republic of Congo,COD,"Mar 24, 2020",2,
Democratic Republic of Congo,COD,"Mar 25, 2020",3,1
Democratic Republic of Congo,COD,"Mar 26, 2020",3,
Democratic Republic of Congo,COD,"Mar 27, 2020",4,1
Democratic Republic of Congo,COD,"Mar 28, 2020",4,
Democratic Republic of Congo,COD,"Mar 29, 2020",6,2
Democratic Republic of Congo,COD,"Mar 30, 2020",8,2
Democratic Republic of Congo,COD,"Mar 31, 2020",8,
Democratic Republic of Congo,COD,"Apr 1, 2020",8,
Democratic Republic of Congo,COD,"Apr 2, 2020",11,3
Democratic Republic of Congo,COD,"Apr 3, 2020",11,
Democratic Republic of Congo,COD,"Apr 4, 2020",13,2
Democratic Republic of Congo,COD,"Apr 5, 2020",18,5
Democratic Republic of Congo,COD,"Apr 6, 2020",18,
Democratic Republic of Congo,COD,"Apr 7, 2020",18,
Democratic Republic of Congo,COD,"Apr 8, 2020",18,
Democratic Republic of Congo,COD,"Apr 9, 2020",20,2
Democratic Republic of Congo,COD,"Apr 10, 2020",20,
Democratic Republic of Congo,COD,"Apr 11, 2020",20,
Democratic Republic of Congo,COD,"Apr 12, 2020",20,
Democratic Republic of Congo,COD,"Apr 13, 2020",20,
Democratic Republic of Congo,COD,"Apr 14, 2020",20,
Democratic Republic of Congo,COD,"Apr 15, 2020",21,1
Democratic Republic of Congo,COD,"Apr 16, 2020",22,1
Democratic Republic of Congo,COD,"Apr 17, 2020",23,1
Democratic Republic of Congo,COD,"Apr 18, 2020",25,2
Democratic Republic of Congo,COD,"Apr 19, 2020",25,
Democratic Republic of Congo,COD,"Apr 20, 2020",25,
Democratic Republic of Congo,COD,"Apr 21, 2020",25,
Democratic Republic of Congo,COD,"Apr 22, 2020",25,
Democratic Republic of Congo,COD,"Apr 23, 2020",25,
Democratic Republic of Congo,COD,"Apr 24, 2020",25,
Democratic Republic of Congo,COD,"Apr 25, 2020",28,3
Democratic Republic of Congo,COD,"Apr 26, 2020",28,
Democratic Republic of Congo,COD,"Apr 27, 2020",28,
Denmark,DNK,"Mar 16, 2020",1,1
Denmark,DNK,"Mar 17, 2020",1,
Denmark,DNK,"Mar 18, 2020",4,3
Denmark,DNK,"Mar 19, 2020",4,
Denmark,DNK,"Mar 20, 2020",6,2
Denmark,DNK,"Mar 21, 2020",9,3
Denmark,DNK,"Mar 22, 2020",13,4
Denmark,DNK,"Mar 23, 2020",13,
Denmark,DNK,"Mar 24, 2020",24,11
Denmark,DNK,"Mar 25, 2020",32,8
Denmark,DNK,"Mar 26, 2020",34,2
Denmark,DNK,"Mar 27, 2020",41,7
Denmark,DNK,"Mar 28, 2020",52,11
Denmark,DNK,"Mar 29, 2020",65,13
Denmark,DNK,"Mar 30, 2020",72,7
Denmark,DNK,"Mar 31, 2020",77,5
Denmark,DNK,"Apr 1, 2020",90,13
Denmark,DNK,"Apr 2, 2020",104,14
Denmark,DNK,"Apr 3, 2020",123,19
Denmark,DNK,"Apr 4, 2020",139,16
Denmark,DNK,"Apr 5, 2020",161,22
Denmark,DNK,"Apr 6, 2020",179,18
Denmark,DNK,"Apr 7, 2020",187,8
Denmark,DNK,"Apr 8, 2020",203,16
Denmark,DNK,"Apr 9, 2020",218,15
Denmark,DNK,"Apr 10, 2020",237,19
Denmark,DNK,"Apr 11, 2020",247,10
Denmark,DNK,"Apr 12, 2020",260,13
Denmark,DNK,"Apr 13, 2020",273,13
Denmark,DNK,"Apr 14, 2020",285,12
Denmark,DNK,"Apr 15, 2020",299,14
Denmark,DNK,"Apr 16, 2020",309,10
Denmark,DNK,"Apr 17, 2020",321,12
Denmark,DNK,"Apr 18, 2020",336,15
Denmark,DNK,"Apr 19, 2020",346,10
Denmark,DNK,"Apr 20, 2020",355,9
Denmark,DNK,"Apr 21, 2020",364,9
Denmark,DNK,"Apr 22, 2020",370,6
Denmark,DNK,"Apr 23, 2020",384,14
Denmark,DNK,"Apr 24, 2020",394,10
Denmark,DNK,"Apr 25, 2020",403,9
Denmark,DNK,"Apr 26, 2020",418,15
Denmark,DNK,"Apr 27, 2020",422,4
Djibouti,DJI,"Apr 10, 2020",1,1
Djibouti,DJI,"Apr 11, 2020",1,
Djibouti,DJI,"Apr 12, 2020",2,1
Djibouti,DJI,"Apr 13, 2020",2,
Djibouti,DJI,"Apr 14, 2020",2,
Djibouti,DJI,"Apr 15, 2020",2,
Djibouti,DJI,"Apr 16, 2020",2,
Djibouti,DJI,"Apr 17, 2020",2,
Djibouti,DJI,"Apr 18, 2020",2,
Djibouti,DJI,"Apr 19, 2020",2,
Djibouti,DJI,"Apr 20, 2020",2,
Djibouti,DJI,"Apr 21, 2020",2,
Djibouti,DJI,"Apr 22, 2020",2,
Djibouti,DJI,"Apr 23, 2020",2,
Djibouti,DJI,"Apr 24, 2020",2,
Djibouti,DJI,"Apr 25, 2020",2,
Djibouti,DJI,"Apr 26, 2020",2,
Djibouti,DJI,"Apr 27, 2020",2,
Dominican Republic,DOM,"Mar 21, 2020",2,2
Dominican Republic,DOM,"Mar 22, 2020",3,1
Dominican Republic,DOM,"Mar 23, 2020",3,
Dominican Republic,DOM,"Mar 24, 2020",3,
Dominican Republic,DOM,"Mar 25, 2020",6,3
Dominican Republic,DOM,"Mar 26, 2020",10,4
Dominican Republic,DOM,"Mar 27, 2020",10,
Dominican Republic,DOM,"Mar 28, 2020",20,10
Dominican Republic,DOM,"Mar 29, 2020",28,8
Dominican Republic,DOM,"Mar 30, 2020",39,11
Dominican Republic,DOM,"Mar 31, 2020",42,3
Dominican Republic,DOM,"Apr 1, 2020",51,9
Dominican Republic,DOM,"Apr 2, 2020",57,6
Dominican Republic,DOM,"Apr 3, 2020",60,3
Dominican Republic,DOM,"Apr 4, 2020",68,8
Dominican Republic,DOM,"Apr 5, 2020",77,9
Dominican Republic,DOM,"Apr 6, 2020",82,5
Dominican Republic,DOM,"Apr 7, 2020",86,4
Dominican Republic,DOM,"Apr 8, 2020",98,12
Dominican Republic,DOM,"Apr 9, 2020",108,10
Dominican Republic,DOM,"Apr 10, 2020",118,10
Dominican Republic,DOM,"Apr 11, 2020",126,8
Dominican Republic,DOM,"Apr 12, 2020",135,9
Dominican Republic,DOM,"Apr 13, 2020",173,38
Dominican Republic,DOM,"Apr 14, 2020",177,4
Dominican Republic,DOM,"Apr 15, 2020",183,6
Dominican Republic,DOM,"Apr 16, 2020",189,6
Dominican Republic,DOM,"Apr 17, 2020",196,7
Dominican Republic,DOM,"Apr 18, 2020",200,4
Dominican Republic,DOM,"Apr 19, 2020",217,17
Dominican Republic,DOM,"Apr 20, 2020",226,9
Dominican Republic,DOM,"Apr 21, 2020",235,9
Dominican Republic,DOM,"Apr 22, 2020",245,10
Dominican Republic,DOM,"Apr 23, 2020",260,15
Dominican Republic,DOM,"Apr 24, 2020",265,5
Dominican Republic,DOM,"Apr 25, 2020",267,2
Dominican Republic,DOM,"Apr 26, 2020",273,6
Dominican Republic,DOM,"Apr 27, 2020",278,5
Ecuador,ECU,"Mar 14, 2020",1,1
Ecuador,ECU,"Mar 15, 2020",2,1
Ecuador,ECU,"Mar 16, 2020",2,
Ecuador,ECU,"Mar 17, 2020",2,
Ecuador,ECU,"Mar 18, 2020",2,
Ecuador,ECU,"Mar 19, 2020",3,1
Ecuador,ECU,"Mar 20, 2020",3,
Ecuador,ECU,"Mar 21, 2020",7,4
Ecuador,ECU,"Mar 22, 2020",7,
Ecuador,ECU,"Mar 23, 2020",14,7
Ecuador,ECU,"Mar 24, 2020",18,4
Ecuador,ECU,"Mar 25, 2020",27,9
Ecuador,ECU,"Mar 26, 2020",29,2
Ecuador,ECU,"Mar 27, 2020",34,5
Ecuador,ECU,"Mar 28, 2020",41,7
Ecuador,ECU,"Mar 29, 2020",48,7
Ecuador,ECU,"Mar 30, 2020",58,10
Ecuador,ECU,"Mar 31, 2020",62,4
Ecuador,ECU,"Apr 1, 2020",79,17
Ecuador,ECU,"Apr 2, 2020",120,41
Ecuador,ECU,"Apr 3, 2020",120,
Ecuador,ECU,"Apr 4, 2020",145,25
Ecuador,ECU,"Apr 5, 2020",172,27
Ecuador,ECU,"Apr 6, 2020",180,8
Ecuador,ECU,"Apr 7, 2020",191,11
Ecuador,ECU,"Apr 8, 2020",220,29
Ecuador,ECU,"Apr 9, 2020",242,22
Ecuador,ECU,"Apr 10, 2020",272,30
Ecuador,ECU,"Apr 11, 2020",297,25
Ecuador,ECU,"Apr 12, 2020",315,18
Ecuador,ECU,"Apr 13, 2020",333,18
Ecuador,ECU,"Apr 14, 2020",355,22
Ecuador,ECU,"Apr 15, 2020",355,
Ecuador,ECU,"Apr 16, 2020",388,33
Ecuador,ECU,"Apr 17, 2020",403,15
Ecuador,ECU,"Apr 18, 2020",421,18
Ecuador,ECU,"Apr 19, 2020",456,35
Ecuador,ECU,"Apr 20, 2020",474,18
