"location","date","total_cases","total_deaths"
"Pakistan","2020-03-13",21,0
"Pakistan","2020-03-14",21,0
"Pakistan","2020-03-15",30,0
"Pakistan","2020-03-16",31,0
"Pakistan","2020-03-17",187,0
"Pakistan","2020-03-18",187,0
"Pakistan","2020-03-19",302,0
"Pakistan","2020-03-20",478,2
"Pakistan","2020-03-21",495,3
"Pakistan","2020-03-22",646,3
"Pakistan","2020-03-23",784,5
"Pakistan","2020-03-24",887,6
"Pakistan","2020-03-25",991,7
"Pakistan","2020-03-26",1057,8
"Pakistan","2020-03-27",1197,9
"Pakistan","2020-03-28",1197,9
"Pakistan","2020-03-29",1408,11
"Pakistan","2020-03-30",1526,13
"Pakistan","2020-03-31",1625,18
"Pakistan","2020-04-01",2039,26
"Pakistan","2020-04-02",2291,31
"Pakistan","2020-04-03",2291,31
"Pakistan","2020-04-04",2291,31
"Pakistan","2020-04-05",2450,35
"Pakistan","2020-04-06",3277,50
"Pakistan","2020-04-07",3864,54
"Pakistan","2020-04-08",4072,58
"Pakistan","2020-04-09",4322,63
"Pakistan","2020-04-10",4601,66
"Pakistan","2020-04-11",4788,71
"Pakistan","2020-04-12",5038,86
"Pakistan","2020-04-13",5374,93
"Pakistan","2020-04-14",5716,96
"Pakistan","2020-04-15",5988,107
"Pakistan","2020-04-16",6505,124
"Pakistan","2020-04-17",7025,135
"Pakistan","2020-04-18",7481,143
"Pakistan","2020-04-19",7993,159
"Pakistan","2020-04-20",8418,176
"Pakistan","2020-04-21",9216,192
"Pakistan","2020-04-22",9749,209
"Pakistan","2020-04-23",9749,209
"Pakistan","2020-04-24",11155,237
"Pakistan","2020-04-25",11940,253
"Pakistan","2020-04-26",12723,269
"Pakistan","2020-04-27",13328,281
"Pakistan","2020-04-28",14079,301
"Pakistan","2020-04-29",14885,327
"Pakistan","2020-04-30",15759,346
"Pakistan","2020-05-01",16817,385
"Pakistan","2020-05-02",18114,417
"Pakistan","2020-05-03",19103,440
"Pakistan","2020-05-04",20186,462
"Pakistan","2020-05-05",21501,486
"Pakistan","2020-05-06",22550,526
"Pakistan","2020-05-07",24073,564
"Pakistan","2020-05-08",25837,594
"Pakistan","2020-05-09",27474,618
"Pakistan","2020-05-10",29465,639
"Pakistan","2020-05-11",30941,667
"Pakistan","2020-05-12",32081,706
"Pakistan","2020-05-13",34336,737
"Pakistan","2020-05-14",35788,770
"Pakistan","2020-05-15",37218,803
"Pakistan","2020-05-16",38799,834
"Pakistan","2020-05-17",40151,873
"Pakistan","2020-05-18",42125,903
"Pakistan","2020-05-19",43966,939
"Pakistan","2020-05-20",45898,985
"Pakistan","2020-05-21",48091,1017
"Pakistan","2020-05-22",50694,1067
"Pakistan","2020-05-23",52437,1101
"Pakistan","2020-05-24",54601,1133
"Pakistan","2020-05-25",56349,1167
"Pakistan","2020-05-26",57705,1197
"Pakistan","2020-05-27",59151,1225
"Pakistan","2020-05-28",61227,1260
"Pakistan","2020-05-29",64028,1317
"Pakistan","2020-05-30",66457,1395
"Pakistan","2020-05-31",69496,1483
"Pakistan","2020-06-01",72460,1543
"Pakistan","2020-06-02",76398,1621
"Pakistan","2020-06-03",80463,1688
"Pakistan","2020-06-04",85264,1770
"Pakistan","2020-06-05",89249,1838
"Pakistan","2020-06-06",93983,1935
"Pakistan","2020-06-07",98943,2002
"Pakistan","2020-06-08",103671,2067
"Pakistan","2020-06-09",108317,2172
"Pakistan","2020-06-10",113702,2255
"Pakistan","2020-06-11",119536,2356
"Pakistan","2020-06-12",125933,2463
"Pakistan","2020-06-13",132405,2551
"Pakistan","2020-06-14",139230,2632
"Pakistan","2020-06-15",144478,2729
"Pakistan","2020-06-16",148921,2839
"Pakistan","2020-06-17",154760,2975
"Pakistan","2020-06-18",160118,3093
"Pakistan","2020-06-19",165062,3229
"Pakistan","2020-06-20",171666,3382
"Pakistan","2020-06-21",176617,3501
"Pakistan","2020-06-22",181088,3590
"Pakistan","2020-06-23",185034,3695
"Pakistan","2020-06-24",188926,3755
