"location","date","total_cases","total_deaths"
"Philippines","2020-05-20",12942,837
"Philippines","2020-05-21",13221,842
"Philippines","2020-05-22",13434,846
"Philippines","2020-05-23",13597,857
"Philippines","2020-05-24",13777,863
"Philippines","2020-05-25",14035,868
"Philippines","2020-05-26",14319,873
"Philippines","2020-05-27",14669,886
"Philippines","2020-05-28",15049,904
"Philippines","2020-05-29",15588,921
"Philippines","2020-05-30",16634,942
"Philippines","2020-05-31",17224,950
"Philippines","2020-06-01",18086,957
"Philippines","2020-06-02",18638,960
"Philippines","2020-06-03",18997,966
"Philippines","2020-06-04",19748,974
"Philippines","2020-06-05",20382,984
"Philippines","2020-06-06",20626,987
"Philippines","2020-06-07",21340,994
"Philippines","2020-06-08",21895,1003
"Philippines","2020-06-09",22474,1011
"Philippines","2020-06-10",22992,1017
"Philippines","2020-06-11",23732,1027
"Philippines","2020-06-12",24175,1036
"Philippines","2020-06-13",24787,1052
"Philippines","2020-06-14",25392,1074
"Philippines","2020-06-15",25930,1088
"Philippines","2020-06-16",26420,1098
"Philippines","2020-06-17",26781,1103
"Philippines","2020-06-18",27238,1108
"Philippines","2020-06-19",27799,1116
"Philippines","2020-06-20",28459,1130
"Philippines","2020-06-21",29400,1150
"Philippines","2020-06-22",30052,1169
"Philippines","2020-06-23",30682,1177
"Philippines","2020-06-24",31825,1186
