"location","date","total_cases","total_deaths"
"Nigeria","2020-05-30",9302,261
"Nigeria","2020-05-31",9855,273
"Nigeria","2020-06-01",10162,287
"Nigeria","2020-06-02",10578,299
"Nigeria","2020-06-03",10819,314
"Nigeria","2020-06-04",11166,315
"Nigeria","2020-06-05",11516,323
"Nigeria","2020-06-06",11844,333
"Nigeria","2020-06-07",12233,342
"Nigeria","2020-06-08",12486,354
"Nigeria","2020-06-09",12801,361
"Nigeria","2020-06-10",13464,365
"Nigeria","2020-06-11",13873,382
"Nigeria","2020-06-12",14554,387
"Nigeria","2020-06-13",15181,399
"Nigeria","2020-06-14",15682,407
"Nigeria","2020-06-15",16085,420
"Nigeria","2020-06-16",16658,424
"Nigeria","2020-06-17",17148,455
"Nigeria","2020-06-18",17735,469
"Nigeria","2020-06-19",18480,475
"Nigeria","2020-06-20",19147,487
"Nigeria","2020-06-21",19808,506
"Nigeria","2020-06-22",20244,518
"Nigeria","2020-06-23",20919,525
"Nigeria","2020-06-24",21371,533
