"date","location","total_cases","total_deaths"
"2020-04-18","Philippines",5878,387
"2020-04-19","Philippines",6087,397
"2020-04-20","Philippines",6259,409
"2020-04-21","Philippines",6459,428
"2020-04-22","Philippines",6599,437
"2020-04-23","Philippines",6710,446
"2020-04-24","Philippines",6981,462
"2020-04-25","Philippines",7192,477
"2020-04-26","Philippines",7294,494
"2020-04-27","Philippines",7579,501
"2020-04-28","Philippines",7777,511
"2020-04-29","Philippines",7958,530
"2020-04-30","Philippines",8212,558
"2020-05-01","Philippines",8488,568
"2020-05-02","Philippines",8772,579
"2020-05-03","Philippines",8928,603
"2020-05-04","Philippines",9223,607
"2020-05-05","Philippines",9485,623
"2020-05-06","Philippines",9684,637
"2020-05-07","Philippines",10004,658
"2020-05-08","Philippines",10343,685
"2020-05-09","Philippines",10463,696
"2020-05-10","Philippines",10610,704
"2020-05-11","Philippines",10794,719
"2020-05-12","Philippines",11086,726
"2020-05-13","Philippines",11350,751
"2020-05-14","Philippines",11618,772
"2020-05-15","Philippines",11876,790
"2020-05-16","Philippines",12091,806
"2020-05-17","Philippines",12305,817
"2020-05-18","Philippines",12513,824
"2020-05-19","Philippines",12718,831
"2020-05-20","Philippines",12942,837
"2020-05-21","Philippines",13221,842
"2020-05-22","Philippines",13434,846
"2020-05-23","Philippines",13597,857
"2020-05-24","Philippines",13777,863
"2020-05-25","Philippines",14035,868
"2020-05-26","Philippines",14319,873
"2020-05-27","Philippines",14669,886
"2020-05-28","Philippines",15049,904
"2020-05-29","Philippines",15588,921
"2020-05-30","Philippines",16634,942
"2020-05-31","Philippines",17224,950
"2020-06-01","Philippines",18086,957
"2020-06-02","Philippines",18638,960
"2020-06-03","Philippines",18997,966
"2020-06-04","Philippines",19748,974
"2020-06-05","Philippines",20382,984
"2020-06-06","Philippines",20626,987
"2020-06-07","Philippines",21340,994
"2020-06-08","Philippines",21895,1003
"2020-06-09","Philippines",22474,1011
"2020-06-10","Philippines",22992,1017
"2020-06-11","Philippines",23732,1027
"2020-06-12","Philippines",24175,1036
"2020-06-13","Philippines",24787,1052
"2020-06-14","Philippines",25392,1074
"2020-06-15","Philippines",25930,1088
"2020-06-16","Philippines",26420,1098
"2020-06-17","Philippines",26781,1103
"2020-06-18","Philippines",27238,1108
"2020-06-19","Philippines",27799,1116
"2020-06-20","Philippines",28459,1130
"2020-06-21","Philippines",29400,1150
"2020-06-22","Philippines",30052,1169
"2020-06-23","Philippines",30682,1177
"2020-06-24","Philippines",31825,1186
"2020-06-25","Philippines",32295,1204
"2020-06-26","Philippines",33069,1212
"2020-06-27","Philippines",34073,1224
"2020-06-28","Philippines",34803,1236
"2020-06-29","Philippines",35455,1244
"2020-06-30","Philippines",36438,1255
"2020-07-01","Philippines",37514,1266
"2020-07-02","Philippines",38511,1270
"2020-07-03","Philippines",38805,1274
"2020-07-04","Philippines",40336,1280
"2020-07-05","Philippines",41830,1290
